Name,Google Maps URL,Website,Phone,Address,Rating,Reviews Count
Sfuurrna Akrriitt,https://www.google.com/maps/place/?q=place_id:ChIJB5tR1Lsh4DsRc7aVAFF1xc0,http://www.sfuurrnaakrriitt.in/,+91 2642 247 822,"2nd Floor, 13, Samrajya Complex, Zadeshwar Rd, nr. Jyotinagar, Jyoti Nagar, Turning, Bharuch, Gujarat 392012, India",4.9,36
Horizon architects & interior designers,https://www.google.com/maps/place/?q=place_id:ChIJH_pNorlN4DsR-IESpOYdZBo,,+91 95377 77888,"L-101, rekha park, opp. Aqurium, Adajan Gam, pal, Surat, Gujarat 395009, India",4.9,54
alekha architects | Interior Designer | Architects | Engineers,https://www.google.com/maps/place/?q=place_id:ChIJoXkXsVlR4DsRb8BJawa251w,http://www.alekhaarchitects.com/,+91 93760 73577,"Plot No. 28, 29, Hiranagar, Gujarat Housing Board, Gujarat Housing Board,Nem Nagar, Pandesara, Udhana, Surat, Gujarat 394221, India",4.8,63
GISA Architect & Civil Projects Consultant,https://www.google.com/maps/place/?q=place_id:ChIJAfYWbNRP4DsRqjxa7odpwVU,,+91 98796 47313,"Pujan Plaza, 126-127, BRTS Rd, nr. Vanmali, Mansarovar Society, Yoginagar Society, Surat, Gujarat 395006, India",5,57
Shivalik Architect,https://www.google.com/maps/place/?q=place_id:ChIJo8puqnpP4DsRDkqdh1GmbRg,,+91 97378 58396,"110 , Silver Plaza , Near By JivanJyot Circle , Punagam , Surat 305010, Devidarshan Society, Yoginagar Society, Surat, Gujarat 395006, India",5,41
BplusK Architects,https://www.google.com/maps/place/?q=place_id:ChIJxfBoMthN4DsRD8yFl-7pViw,http://www.bplusk.in/,+91 98254 20496,"15, Vimalnagar society, Near Meerabai Garden Sagar Dairy Lane, Road, opp. Jin Petrol Pump, Jahangir Pura, Rander, Surat, Gujarat 395005, India",4.8,13
QUARTET ARCHITECTS,https://www.google.com/maps/place/?q=place_id:ChIJBTz9en5P4DsR05Db5Nf91iQ,http://www.quartetarchitects.com/,+91 92271 30830,"QUARTET ARCHITECTS 01, Sai Rachana Row House, Nr. Toyota Showroom L.P. Savani Road, Adajan, Adajan Gam, Pal Gam, Surat, Gujarat 395009, India",4.8,31
B.Design24Studio,https://www.google.com/maps/place/?q=place_id:ChIJw5ruCfxN4DsRZOgo5ZXsgag,,+91 261 226 7456,"9, Nevil Park, Opp China Town Gayatri Mandir Road, near Spring Valley, Raviraj Society, Vasant Vihar Society, New City Light, Althan, Surat, Gujarat 395017, India",4.7,74
BlackInk,https://www.google.com/maps/place/?q=place_id:ChIJSaOvc1tP4DsR0nV3d7GbPtg,https://blackink.in/about,+91 99798 61616,"201, Ritz Square, Near Indoor Stadium, Ghod Dod Rd, Navo Mohollow, KrishnaKunj Society, Athwalines, Athwa, Surat, Gujarat 395001, India",4.4,105
Abhishek Tamakuwala Architects,https://www.google.com/maps/place/?q=place_id:ChIJfU6j6wRN4DsRSpbcKQ7m8iY,http://www.abhishektamakuwala.com/,+91 261 796 6893,"602,Solaris cube, In lane of, Rahul Raj Mall, near Lalbhai contractor stadium, near Rajoo india, Vesu, Surat, Rundh, Gujarat 395007, India",4.9,91
EZ Plans Architects,https://www.google.com/maps/place/?q=place_id:ChIJUw_vC8qewoARUj8PNDtNHzE,https://www.ezplans.com/,+1 866-737-5267,"20720 Ventura Blvd #220, Woodland Hills, CA 91364, USA",5,57
Goettsch Partners,https://www.google.com/maps/place/?q=place_id:ChIJXWmIuKMsDogRymumh_zpK-A,http://www.gpchicago.com/,+1 312-356-0600,"224 S Michigan Ave, Chicago, IL 60604, USA",4.5,12
Kirksey Architecture,https://www.google.com/maps/place/?q=place_id:ChIJIRHfhM_GQIYRp0Lp6cHZZ1E,http://www.kirksey.com/,+1 713-850-9600,"6909 Portwest Dr, Houston, TX 77024, USA",4.8,39
Lucien Lagrange Studio,https://www.google.com/maps/place/?q=place_id:ChIJMy_9gKwsDogRQ2nrtzhO_9w,http://lucienlagrange.com/,+1 312-282-9072,"420 W Grand Ave, Chicago, IL 60654, USA",5,5
Gensler,https://www.google.com/maps/place/?q=place_id:ChIJLROgDTq_QIYR4uhyMs1_mBU,https://www.gensler.com/,+1 713-844-0000,"909 Fannin St UNIT 200, Houston, TX 77010, USA",5,21
Laney LA,https://www.google.com/maps/place/?q=place_id:ChIJVXKuWSm0woAR_27P-DIzMt4,http://www.laney.la/,+1 310-870-7175,"725 Cypress Ave, Hermosa Beach, CA 90254, USA",4.8,16
HKS | Architects & Designers,https://www.google.com/maps/place/?q=place_id:ChIJU0jfrLssDogRRLDImioax6s,https://www.hksinc.com/our-offices/chicago/,+1 312-346-5899,"125 S Clark St #1100, Chicago, IL 60603, USA",4.9,10
StudioMET Architects,https://www.google.com/maps/place/?q=place_id:ChIJa5lamrPDQIYRsBdwV2d2BbI,http://www.studiomet.com/,+1 713-255-0008,"2500 Summer St #3112, Houston, TX 77007, USA",4.7,29
dSPACE Studio Architects,https://www.google.com/maps/place/?q=place_id:ChIJeYP8A1bSD4gRTodC1tsj8wM,https://www.dspacestudio.com/,+1 773-423-2920,"2920 N Lincoln Ave, Chicago, IL 60657, USA",5,13
LaRue Architects,https://www.google.com/maps/place/?q=place_id:ChIJV6r1M3Y1W4YR1xVvr7Kc8yk,http://www.larue-architects.com/,+1 512-347-1688,"500 N Capital of Texas Hwy building 8 suite 110, Austin, TX 78746, USA",5,2
Desai Chia Architecture,https://www.google.com/maps/place/?q=place_id:ChIJfQd-fKNZwokRADTKc-oxwjY,https://www.desaichia.com/,+1 212-366-9630,"3 W 18th St 6th floor, New York, NY 10011, USA",5,4
nARCHITECTS,https://www.google.com/maps/place/?q=place_id:ChIJhVjDujNawokRSqa55Tqx1PY,http://narchitects.com/,+1 718-260-0845,"68 Jay St # 317, Brooklyn, NY 11201, USA",4.8,4
Baldridge Architects,https://www.google.com/maps/place/?q=place_id:ChIJM-JhLBm1RIYROGm7PS2mJ1E,http://www.baldridge-architects.com/,+1 512-382-0312,"5120 Burnet Rd Bldg. 1, Ste 100, Austin, TX 78756, USA",5,1
Ziegler Cooper,https://www.google.com/maps/place/?q=place_id:ChIJa0oElDq_QIYRdkhhEuXDN_o,https://www.zieglercooper.com/,+1 713-374-0000,"700 Louisiana St, Houston, TX 77002, USA",4.5,15
modus studio,https://www.google.com/maps/place/?q=place_id:ChIJX8S_j9duyYcRkpKCFM2WT0w,http://www.modusstudio.com/,+1 479-455-5577,"15 N Church Ave #102, Fayetteville, AR 72701, USA",4.7,3
JGMA,https://www.google.com/maps/place/?q=place_id:ChIJMzv1CqMsDogRLqnOOHkYlyE,http://www.jgma.com/,+1 312-895-4438,"223 W Ohio St, Chicago, IL 60654, USA",4.5,10
Hartshorne Plunkard Architecture,https://www.google.com/maps/place/?q=place_id:ChIJt_bDTdcsDogR08JvpKd5onc,https://www.hparchitecture.com/,+1 312-226-4488,"315 W Walton St, Chicago, IL 60610, USA",4.9,9
New England Design & Construction,https://www.google.com/maps/place/?q=place_id:ChIJ0Z3Gmod544kRfV8ApnvtyLM,https://www.nedesignbuild.com/?utm_source=GMBlisting&utm_medium=organic,+1 617-708-0676,"103 Terrace St, Boston, MA 02120, USA",5,31
Senga Architects,https://www.google.com/maps/place/?q=place_id:ChIJKwwPu8UsDogRNtTaJypztvc,http://sengaarch.com/,+1 312-235-6802,"116 W Hubbard St Suite 600, Chicago, IL 60654, USA",4.2,20
Kukk Architecture & Design PA,https://www.google.com/maps/place/?q=place_id:ChIJBUa0GA3h2ogR-CX5t0DZ8Zc,https://kukkarchitecture.com/,+1 239-263-9996,"787 4th Ave S, Naples, FL 34102, USA",5,2
World of architecture - best architects in pune.,https://www.google.com/maps/place/?q=place_id:ChIJTfSds4S_wjsRcfAuPtpEKn0,,+91 86008 89971,"kh, Blue hill society, 104, NDA Pashan Rd, Shri Krishna Nagar, Sagar Co-Operative Housing Society, Bavdhan, Pune, Maharashtra 411021, India",5,250
SOUL Architectural Studio.,https://www.google.com/maps/place/?q=place_id:ChIJaY-jTBq5wjsRMiLvWTIIV4A,http://www.soularchitecturalstudio.com/,+91 97300 82222,"Sai Ankoor, B- 302, next to F Residences, Balewadi, Pune, Maharashtra 411045, India",4.9,138
Misal Architects and Planners,https://www.google.com/maps/place/?q=place_id:ChIJB-b0PUrD6TsRC-stgrAPVZo,http://www.misalarchitectsandplanners.in/,+91 94220 54372,"438/5 , shivai, Uday Nagar, Dapoli Camp, Jalgaon, Maharashtra 415712, India",3.5,25
Namrata Kataria | NK Architects & Interior Designer | Best Architect & interior Designer in Pune,https://www.google.com/maps/place/?q=place_id:ChIJX22NaNq5wjsRnD5QUj9FWFc,http://nkarchitectsandinteriors.com/?utm_source=gmb&utm_medium=referral,+91 88558 25040,"flat no 20, Gajanan Complex, Bijli Nagar Rd, near 7 Orange Hospital, Chinchwad Gaon, Chinchwad, Pimpri-Chinchwad, Pune, Maharashtra 411033, India",5,509
SANS ARCHITECTS,https://www.google.com/maps/place/?q=place_id:ChIJyf6wECa_wjsRrVOD8_Op188,https://sansarchitects.com/,+91 99216 21262,"2, Cummins College Rd, Dnydeep Colony, Hingne Budrukh, Karvenagar, Pune, Maharashtra 411052, India",4.9,28
CCBA Designs | India House,https://www.google.com/maps/place/?q=place_id:ChIJVVVVlTO5wjsRpu_RcArQLKM,http://www.ccba.in/,+91 84460 04477,"India House, 53, Sopan Baug Rd, Balewadi, Pune, Maharashtra 411045, India",4.8,211
Studio SA Architects,https://www.google.com/maps/place/?q=place_id:ChIJVVVVFXDAwjsRVlW3zrcDAGY,,+91 98220 60176,"Narayan Chamber, B-502, NC Kelkar Road, Narayan Peth, Pune, Maharashtra 411030, India",4.9,37
Ground 11 Architects,https://www.google.com/maps/place/?q=place_id:ChIJT-kSxXbqwjsRJsYnsgpr_aU,http://www.ground11.com/,+91 72760 70225,"Ground 11 Architects, Maple point, near Sun Grace School, Maestros Phase 2, Oxford Village, Kedari Nagar, Wanowrie, Pune, Maharashtra 411040, India",4.7,94
Ankur Associates,https://www.google.com/maps/place/?q=place_id:ChIJ7ZsbKvbBwjsRUXmSl4iXhfc,http://www.ankurassociates.in/,+91 20 6604 2802,"101, Tejovalay, Sr No 1187, 19, Ghole Rd, Sumukh Society, Shivajinagar, Pune, Maharashtra 411005, India",4.6,54
Vispa Architects,https://www.google.com/maps/place/?q=place_id:ChIJI9dIhNi_wjsRe9Na8TAMj00,https://vispaarchitects.com/,+91 98225 58234,"1, Ground Floor, Alisha Homes, Vidnyan Nagar Rd, next to Twitties, Sagar Co-Operative Housing Society, Bavdhan, Pune, Maharashtra 411021, India",4.9,31
Vastusankalp Architecture & Interior Design Studio,https://www.google.com/maps/place/?q=place_id:ChIJq_I9NBDnwTsR0vtE0w90XDg,,,"Navlai,3/389, behind S.V. Plaza, Dattanagar, Devrukh, Maharashtra 415804, India",5,29
Tawade Compound,https://www.google.com/maps/place/?q=place_id:ChIJc_NEMZ8N6jsRMbyi-uErXpQ,,,"Karwanchiwadi Rd, Ratnagiri, Karwanchiwadi, Maharashtra 415612, India",4.5,11
Cubix Architects Associates,https://www.google.com/maps/place/?q=place_id:ChIJU1NG74PqwjsRBL6ehvewZtY,https://cubixarchitects.com/,+91 98818 61273,"Office no.1 and 2, Aristrocat ‘L’, Opp. Beverly Hills Hotel Near Magnus Club Lulla Nagar, Prakash Cooperative Housing Society, Block A, Bibwewadi, Pune, Maharashtra 411040, India",4.6,163
Trinity Design Studio Architect & Interior Designer,https://www.google.com/maps/place/?q=place_id:ChIJuaJwxpW_wjsRS0YTbnC4kjo,https://www.trinitystudiopune.com/,+91 82085 10803,"C 1.1, Dr.Herekar Park, opp Kamala neharu park Bhandarkar Rd, Chatrapati Shivaji Maharaj Nagar, near Deccan gymkhana, Shreeman Society, Deccan Gymkhana, Pune, Maharashtra 411004, India",5,44
"PARADIGM DESIGN STUDIO | Architects & Interior Designer | Best Architect, Interior Designer & Renovation Firm |",https://www.google.com/maps/place/?q=place_id:ChIJl9CTKuq3wjsR8C2QeXM-0DU,https://paradigmdesign.in/,+91 93597 20907,"Shop No.5, GP 76, MIDC, G Block, Sambhajinagar, Chinchwad, Pune, Pimpri-Chinchwad, Maharashtra 411019, India",5,28
Space Designers' Syndicate,https://www.google.com/maps/place/?q=place_id:ChIJcamN4EjAwjsRpPTcsqerMFI,http://spaceds.com/,+91 97630 07571,"1st Floor, Mega Space, 13, Solapur Bazaar Rd, off East Street, Solapur Bazar, Pune Cantonment, Pune, Maharashtra 411001, India",4.7,61
Arcaids Architectural Consultants Pvt. Ltd.,https://www.google.com/maps/place/?q=place_id:ChIJKSRSN4XAwjsR2mnpGArHZqE,http://www.arcaids.com/,+91 20 4007 9359,"MPJ Chambers, 305/306, Old Mumbai - Pune Hwy, Navsphurti Society, Sphurti Society, Wakadewadi, Shivajinagar, Pune, Maharashtra 411003, India",4.7,30
"Anarchment studio - Luxury Interior, Architecture Firm, Interior Designer, Home Interior and House Designer in Pune",https://www.google.com/maps/place/?q=place_id:ChIJi3i6MivBwjsRcMXIL-NpIOU,https://anarchmentstudio.com/,+91 82628 35899,"606, Bhosale shinde arcade, Jangali Maharaj Rd, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004, India",4.9,41
GABHA Architects & Interior Designers,https://www.google.com/maps/place/?q=place_id:ChIJF0ELWQ3AwjsRsWn2NGrnjng,https://www.instagram.com/gabha.architects/profilecard/?igsh=MThoOWV5OW5waTJ2dg==,+91 94229 78254,"Salisbury Park, Gultekadi, Pune, Maharashtra 411037, India",4.9,39
"RNA Associates, Architecture Interior Urban Design - Architecture Residential Commercial Hospitality Healthcare Solution",https://www.google.com/maps/place/?q=place_id:ChIJ4xc_KSqxwjsRijo7dBvkScg,https://reachrna.wixsite.com/arch,+91 94036 26394,"D 101 LOTUS VRINDAVAN VIKAS NAGAR DEHU ROAD, Kiwale, Ravet, Pune, Pimpri-Chinchwad, Maharashtra 412101, India",5,43
THE ATELIER GOA,https://www.google.com/maps/place/?q=place_id:ChIJP2dVfo7HvzsRLHEYrVcRy0E,,,"The Atelier, GF1&GF2, Vales Estate, Alto, opp. Antrix Manor CHS, Alto, Ijorshi, Goa 403801, India",4.9,59
NgaJ Architecture+Design,https://www.google.com/maps/place/?q=place_id:ChIJhRiNM8TAvzsRD4l48Njs_8U,http://www.ngajarchitecture.com/,+91 92701 43898,"Shop No. 2, Alfred Apartments, Kerant, Caranzalem, Panaji, Goa 403002, India",4.9,52
Raya Shankhwalker Architects,https://www.google.com/maps/place/?q=place_id:ChIJpxJtcprAvzsR6NkDqVhNF5U,http://www.rsagoa.in/,+91 77199 98822,"E-41, Nanu Tarkar Pednekar Rd, Fontainhas (quarter), Mala, Panaji, Goa 403001, India",4.6,36
Mozaic,https://www.google.com/maps/place/?q=place_id:ChIJqREH567svzsRL-VYeZ-mhb8,http://www.mozaic.in/,+91 832 241 3025,"1 Design Valley,, Alto Porvorim,, Defence Colony, Bardez, Salvador du Mundu, Goa 403521, India",4.6,130
BowerBirdLab,https://www.google.com/maps/place/?q=place_id:ChIJ4RaicbrhDDkRiuMuKrEN3zM,http://www.bowerbirdlab.com/,+91 96997 63979,"Fifth Floor ,B4, ARC Lagoon, Chogm Rd, near Chubby Cheeks School, Pilern, Porvorim, Goa 403521, India",5,84
Rahul Deshpande and Associates,https://www.google.com/maps/place/?q=place_id:ChIJO5M-ve6-vzsRjy3H-AFjD8g,http://www.rdagoa.com/,+91 91300 30335,"Devraj, Navekar Valley , Near St Augustine Tower, Baingini, Goa 403402, India",4.5,49
ARCHITECT ANURADHA GUGLANI,https://www.google.com/maps/place/?q=place_id:ChIJC2MHjanrvzsR6z5rC1OcfKo,,,"Las Palmas, Appt. no.321, 2nd floor, Building 3, Gorbatt Vaddo, Arpora, Goa 403516, India",5,47
Amit & Associates,https://www.google.com/maps/place/?q=place_id:ChIJV6asunPAvzsRkkwzD8P24jA,https://amitandassociates.com/,+91 83298 44296,"Tirtharupa, Housing Board Colony, Alto Porvorim, Porvorim, Penha de Franc, Goa 403101, India",4.6,40
"Roheet Hede & Associates, Architects / Planners",https://www.google.com/maps/place/?q=place_id:ChIJp95qOZHAvzsRmVz3ivQpeYI,http://www.roheethede.com/,+91 98229 82478,"Orchid Avenue 75, 'Kumi, off Lane 2, opp. Milroc Ribandar Retreat, Ilhas, Ribandar, Panaji, Goa 403006, India",4.9,19
Rita Mody Joshi - Office & Residence,https://www.google.com/maps/place/?q=place_id:ChIJTTanStnBvzsRVm63JFx4_50,https://ritamody.com/,+91 98221 03551,"Chogm House, 2/455 A, Naika Vaddo, near Vidhya Niketan School, Calangute, Goa 403511, India",4.7,52
Rubber Soul Architects,https://www.google.com/maps/place/?q=place_id:ChIJXTGMtzTHvzsRCujBCptKSnA,http://www.rubbersoul.in/,+91 93569 61248,"2nd Floor, Grey Scale HQ No 9, 9, Ave Rose, Ravi Raj Colony, Nagalli Hills Colony, Durgavado, Goa 403004, India",4.5,20
Finch architects,https://www.google.com/maps/place/?q=place_id:ChIJFfTDs7nBvzsR96BImMMM_k0,http://www.finch.net.in/,+91 91120 01806,"First floor, Suryodaya Building, opp. mall, Porvorim, Sangolda, Goa 403501, India",5,12
Ace Interiors & Architects,https://www.google.com/maps/place/?q=place_id:ChIJ9cn6-GfBvzsR0cXSfWW4KXQ,http://www.aceinteriors.co/,,"Building C1 G17, Jairam Complex, Neugi Nagar, Panaji, Goa 403001, India",5,99
Playgroup Studio,https://www.google.com/maps/place/?q=place_id:ChIJ1ZfegibAvzsRkg35xX5MqBc,https://www.playgroupstudio.com/,+91 83906 44466,"Capt. Lobo's River Hideaway BL1/F4, Volant Betim, Verem, Goa 403101, India",4.9,48
SAV Architecture and Design,https://www.google.com/maps/place/?q=place_id:ChIJP4l43F7qvzsRCPZrsFLUnC4,http://www.studioamitavikrant.com/,+91 99303 33868,"119 Lobo Vado, Parra, Sateri Nagar Colony, Goa, Parra, Goa 403510, India",4.7,18
Matter.,https://www.google.com/maps/place/?q=place_id:ChIJi08WvIjqvzsRslTYb5qmwC4,http://studiomatter.in/,+91 832 674 1909,"ASŌ, House 1230, Salem Donwaddo, next to St Anna Chapel, Bardez, Salvador do Mundo, Salvador du Mundu, Goa 403101, India",4.6,25
Studio Earth,https://www.google.com/maps/place/?q=place_id:ChIJx56dSG_BvzsRs-iLRVdjRbg,,,"G4, Bldg1, Kamat Complex, Tonca, Miramar, Panaji, Goa 403001, India",5,10
"CEASID Sustainable Habitat Centre, Goa",https://www.google.com/maps/place/?q=place_id:ChIJuyF6bjzBvzsR6zUDaAkXAJE,,+91 91120 79811,"near Holy Trinity Church, Benaulim, Goa 403716, India",4.9,51
Ulysis,https://www.google.com/maps/place/?q=place_id:ChIJ5TRcZI7AvzsR3yGffL5OqEk,https://ulysisgoa.com/,+91 94220 57917,"Mathias Plaza, 201, S-1, Panaji, Goa 403001, India",4.8,24
Studio MSA,https://www.google.com/maps/place/?q=place_id:ChIJeYtrhzKxvzsR3iXg1j6rwTE,http://studiomsa.co.in/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13932367860816727957,+91 91589 67901,"Shop No. 4, Viegas Residency, near Civil Court, Murmuti, Madgaon, Goa 403601, India",5,10
Weaver Bird Architects & Interior Designers,https://www.google.com/maps/place/?q=place_id:ChIJhVocVg6RvDsRuANKTpbtLyk,,+91 63623 37011,"Janhvi Enclave, Tekkatte, In NH-66, Kundapur, Karnataka 576231, India",5,353
The Architecture Corporation,https://www.google.com/maps/place/?q=place_id:ChIJebeXG01bozsRg-5V2TDAc-4,https://thearchitecturecorporation.com/,+91 90362 68899,"The Architecture Corporation Milestone 25, Collector Gate Circle, 305, Balmatta Rd, Mallikatte, Kadri, Mangaluru, Karnataka 575002, India",5,53
AG VISION HOUSE | Architects | Consulting Engineers | Interior Designers,https://www.google.com/maps/place/?q=place_id:ChIJRTYYru1TozsRO-ov71lCIbo,,+91 63605 13844,"Haleangadi, Saghu, Mangaluru, Haleyangadi, Karnataka 574146, India",5,219
From Around Here,https://www.google.com/maps/place/?q=place_id:ChIJcxPFuNG7vDsRtd78FAcO4og,http://www.instagram.com/from.around.here,,"6C, Ananth Nagar 1st Stage, Manipal, Karnataka 576104, India",5,88
FIRMLINE ARCHITECTS & INTERIORS,https://www.google.com/maps/place/?q=place_id:ChIJ0RCcytpbozsRu10PlhbbmpU,http://www.firmlinearchitects.com/,+91 90740 52890,"3rd Floor, Bharath Building, PM RAO Rd, Hampankatta, Mangaluru, Karnataka 575001, India",4.8,40
Guulshan Roy Architects Inc,https://www.google.com/maps/place/?q=place_id:ChIJC4Bx1lpaozsROJ4AMxtjmRU,https://www.guulshanroy.com/,+91 824 427 9066,"# 9, KACES CAMPUS, Balmatta, Mangaluru, Karnataka 575001, India",4.7,60
2PKM Architects,https://www.google.com/maps/place/?q=place_id:ChIJZ2BkYj9aozsRPV1jV1Dezac,http://www.2plus.design/,+91 824 427 9154,"3-4-449, Lobo Compound, Kadri Kambla Rd, Mallikatte, Kadri, Mangaluru, Karnataka 575004, India",4.7,65
Woodland Architects,https://www.google.com/maps/place/?q=place_id:ChIJQbM6ytNbozsRL8duQMYRxX0,http://woodlandarchitects.in/demo4/,+91 90351 74688,"Woodland Architects, 1st Floor, Mangalore gate, Bendoorwell, Kankanady, Mangaluru, Karnataka 575002, India",4.9,69
Ace Interiors & Architects,https://www.google.com/maps/place/?q=place_id:ChIJodk0oY9DuzsRtECe0E7DUFI,http://www.aceinteriors.co/,+91 98455 00234,"Shop No 210, SECOND FLOOR, City Arcade, Balmatta Rd, Bendoorwell, Kankanady, Mangaluru, Karnataka 575002, India",4.9,224
RGP Design Studio ( Architects & Interior designers ),https://www.google.com/maps/place/?q=place_id:ChIJcVpYujhaozsRwjqKgUJisto,https://www.rgpdesignstudio.com/,+91 77600 77999,"Chilimbi, Hills, Mangaluru, Karnataka 575004, India",5,33
Keystone Architecture,https://www.google.com/maps/place/?q=place_id:ChIJ4TD9a0VZozsRKxwRQ8DvOBE,https://www.instagram.com/keystonearchitecture.in,+91 99013 21727,"2nd Floor, Vaz Chambers, PVS Kalakunj Rd, Kodailbail, Mangaluru, Karnataka 575003, India",5,11
Aramana Architect's,https://www.google.com/maps/place/?q=place_id:ChIJfaqH0VqDpDsRQGpeCZf7fTA,,+91 81291 70666,"T6, Third Floor, Gate, Kankanady Bypass Rd, Kankanady, Mangaluru, Karnataka 575002, India",4.9,22
S.K.Associates,https://www.google.com/maps/place/?q=place_id:ChIJ7aFz9TNaozsRw6oSY3s_4D4,http://skassociatesarchitects.com/,+91 81476 66661,"Marrian Paradise Avenu, Nanthoor - Bikarnakatte, Road, Kadri Hills, Kadri, Mangaluru, Karnataka 575002, India",4.9,15
ABCD Design Fundamentals,https://www.google.com/maps/place/?q=place_id:ChIJlwSY8ztaozsR3tNeKKjYRDQ,http://www.abcddesign.in/,+91 824 221 8909,"2nd FLOOR, SHAKTHI SAANVI PLAAZA, V15 - 1-103/12, Airport Rd, above AXIS BANK, Padavinangady, Konchady, Mangaluru, Karnataka 575008, India",4.7,11
Design Plus,https://www.google.com/maps/place/?q=place_id:ChIJ_xLWlzNaozsRZGt7QXS0HoQ,http://www.designplusmangaluru.com/,+91 98456 32359,"Mangalore Gate, 2nd Floor, Bendoorwell, Kankanady, Bendoorwell, Kankanady, Mangaluru, Karnataka 575002, India",4.7,30
The narrative architecture studio,https://www.google.com/maps/place/?q=place_id:ChIJmzhz1YpbozsR1ufS_Nn1aqE,,,"Ashok Nagar, Chilimbi, Urwa, Mangaluru, Karnataka 575006, India",,
Prakara Architects,https://www.google.com/maps/place/?q=place_id:ChIJaVGMxDJbozsR_zydCYU7fsA,http://www.prakaraarchitects.com/,,"Vittal Vihar, Matadakani Road, Bokkapatna Rd, Gandhinagar, Mangaluru, Karnataka 575006, India",4.7,15
Studio White Architecture,https://www.google.com/maps/place/?q=place_id:ChIJE0emaeFbozsR6QbEjamc8YY,,,"Ground, Mission Compound, 16-13-713, Kalpana Rd, next to Balmatta, Bendoorwell, Bendoor, Mangaluru, Karnataka 575002, India",5,23
Place In Space,https://www.google.com/maps/place/?q=place_id:ChIJX0MTYpJXuzsRi21PVw0WAvI,https://placeinspace.in/,,"2nd floor, Abhinava complex, 3-365(1, Sri Bhuvanendra College Road, Karkala, Karnataka 574104, India",5,5
Prachin Architects + Interior Designers,https://www.google.com/maps/place/?q=place_id:ChIJGeSh4UFbozsRjC7iqElu8ME,https://prachinarchitects.wixsite.com/my-site,+91 76764 04680,"104, NJ crest, Chilimbi, Ladyhill, Mangaluru, Karnataka 575006, India",5,20
COVO ARCHITECTURE STUDIO,https://www.google.com/maps/place/?q=place_id:ChIJG8-y_2M1pjsRHRULrjgR9SE,https://covoarch.com/,+91 99466 07464,"Kavungal - Munduparamba Bypass Rd, Near Cement Bavan, Munduparamba, Malappuram, Kerala 676509, India",4.9,267
Oak Architects | Leading Architects in Perinthalmanna Kerala,https://www.google.com/maps/place/?q=place_id:ChIJaYd6eKzNpzsRvcqlqHeI0Wk,https://oakarchitects.in/,+91 70349 91099,"Opp: Manazhi Bus Stand,National Highway 213, Mannarkkad Rd, Dubaipadi, Ponniakurussi, Perinthalmanna, Kerala 679322, India",4.9,225
FORM ARCHITECTS,https://www.google.com/maps/place/?q=place_id:ChIJhbuXOlVPpjsRS3GNrv-_Zh4,http://formarch.in/,+91 77362 02022,"City centre, 17th, Kondotty Bypass Rd, Kondotty, Kerala 673638, India",5,103
DAC (BSArchitect),https://www.google.com/maps/place/?q=place_id:ChIJUb2OyxI2pjsRAQAAZaRTATc,http://dacglobal.org/,+91 85898 88360,"2nd Floor, P.P.Tower, Rajiv Gandhi Bypass, Thurakkal, Manjeri, Kerala 676121, India",4.4,88
TRUSS ARCHITECTS,https://www.google.com/maps/place/?q=place_id:ChIJka26eAM1pjsR9iKwl36bnHI,,+91 98955 13975,"MUNDUPARAMBHA, Kavungal - Munduparamba Bypass Rd, Up Hill, Malappuram, Kerala 676505, India",4.9,51
Covo Builders,https://www.google.com/maps/place/?q=place_id:ChIJ10lNYCJZpjsRAuhGRoSeFCQ,,+91 96560 09001,"1204, 2nd Floor, HiLITE Business Park, Hilite city, Palazhi, Kozhikode, Pantheeramkavu, Kerala 673014, India",4.9,269
R+A Architects | Award winning architectural firm based in Kerala.,https://www.google.com/maps/place/?q=place_id:ChIJadFuMyvNpzsReO2Z-3hoYmc,https://www.rplusaarchitects.com/,+91 80750 00381,"near whitesupermarket, Kuttippara, Pathaikkara, Perinthalmanna, Kerala 679322, India",4.9,117
BOD DESIGN HUB | Best Architectural Firm Malappuram- Kerala,https://www.google.com/maps/place/?q=place_id:ChIJVWJD6XA2pjsR2bM7Z_kLtlY,http://www.boddesignhub.com/,+91 91188 48484,"Industrial Estate Rd, Karuvambram, Manjeri, Kerala 676121, India",4.8,29
SOHO Architects,https://www.google.com/maps/place/?q=place_id:ChIJ5SgSq6BepjsRxbuRffem4mo,https://sohoarchitects.in/,+91 88919 80801,"Golf Link Rd, Malaparamba, Kozhikode, Kerala 673009, India",4.7,89
BN Architects,https://www.google.com/maps/place/?q=place_id:ChIJ1-O3rqvNpzsR1ZNTqHLPCX4,http://www.bnarchitects.in/,+91 98092 94600,"BN Arcade Near Municipal Town Hall, Perinthalmanna, Kerala 679322, India",4.4,97
Arif Associates,https://www.google.com/maps/place/?q=place_id:ChIJAVGvYVpZpjsRU3mb2Xd7rDU,http://arifassociates.in/,+91 95627 14040,"8th floor, V zone building, Mavoor Rd, Parayancheri, Kuthiravattom, Kozhikode, Kerala 673016, India",4.6,75
